Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"From Elementary Probability to Stochastic Differential Equations with MAPLE®","Universitext","","","","10.1007/978-3-642-56144-3","Sasha CyganowskiPeter KloedenJerzy Ombach","2002","http://link.springer.com/book/10.1007/978-3-642-56144-3","Book"
"Fourier Analysis and Stochastic Processes","Universitext","","","","10.1007/978-3-319-09590-5","Pierre Brémaud","2014","http://link.springer.com/book/10.1007/978-3-319-09590-5","Book"
"Topological Methods in the Study of Boundary Value Problems","Universitext","","","","10.1007/978-1-4614-8893-4","Pablo Amster","2014","http://link.springer.com/book/10.1007/978-1-4614-8893-4","Book"
"Introduction to Matrix Analysis and Applications","Universitext","","","","10.1007/978-3-319-04150-6","Fumio HiaiDénes Petz","2014","http://link.springer.com/book/10.1007/978-3-319-04150-6","Book"
"Potential Theory","Universitext","","","","10.1007/978-1-4471-6422-7","Lester L. Helms","2014","http://link.springer.com/book/10.1007/978-1-4471-6422-7","Book"
"A Short Course in Ordinary Differential Equations","Universitext","","","","10.1007/978-3-319-11239-8","Qingkai Kong","2014","http://link.springer.com/book/10.1007/978-3-319-11239-8","Book"
"Problems from the Discrete to the Continuous","Universitext","","","","10.1007/978-3-319-07965-3","Ross G. Pinsky","2014","http://link.springer.com/book/10.1007/978-3-319-07965-3","Book"
"Statistics of Financial Markets","Universitext","","","","10.1007/978-3-662-10026-4","Professor Dr. Jürgen FrankeProfessor Dr. Wolfgang HärdleProfessor Dr. Christian M. Hafner","2004","http://link.springer.com/book/10.1007/978-3-662-10026-4","Book"
"A Course on Mathematical Logic","Universitext","","","","10.1007/978-1-4614-5746-6","Shashi Mohan Srivastava","2013","http://link.springer.com/book/10.1007/978-1-4614-5746-6","Book"
"Non-commutative Gelfand Theories","Universitext","","","","10.1007/978-0-85729-183-7","Steffen RochPedro A. SantosBernd Silbermann","2011","http://link.springer.com/book/10.1007/978-0-85729-183-7","Book"
"Calabi-Yau Manifolds and Related Geometries","Universitext","","","","10.1007/978-3-642-19004-9","Geir EllingsrudKristian RanestadLoren OlsonStein A. Strømme","2003","http://link.springer.com/book/10.1007/978-3-642-19004-9","Book"
"Morse Theory and Floer Homology","Universitext","","","","10.1007/978-1-4471-5496-9","Michèle AudinMihai Damian","2014","http://link.springer.com/book/10.1007/978-1-4471-5496-9","Book"
"Graphs and Matrices","Universitext","","","","10.1007/978-1-4471-6569-9","Ravindra B. Bapat","2014","http://link.springer.com/book/10.1007/978-1-4471-6569-9","Book"
"Introduction to Nonlinear Dispersive Equations","Universitext","","","","10.1007/978-1-4939-2181-2","Felipe LinaresGustavo Ponce","2015","http://link.springer.com/book/10.1007/978-1-4939-2181-2","Book"
"Quantum Calculus","Universitext","","","","10.1007/978-1-4613-0071-7","Victor KacPokman Cheung","2002","http://link.springer.com/book/10.1007/978-1-4613-0071-7","Book"
"Statistics of Financial Markets","Universitext","","","","10.1007/978-3-642-33929-5","Szymon BorakWolfgang Karl HärdleBrenda López-Cabrera","2013","http://link.springer.com/book/10.1007/978-3-642-33929-5","Book"
"Numerical Optimization","Universitext","","","","10.1007/978-3-662-05078-1","J. Frédéric BonnansJ. Charles GilbertClaude LemaréchalClaudia A. Sagastizábal","2003","http://link.springer.com/book/10.1007/978-3-662-05078-1","Book"
